Gstin,Status,KycScore,SharedContact,Sector
19ABCDE6787F1Z139,Active,82,9430194130,General
24ABCDE9252F1Z140,Active,77,9790304336,General
31ABCDE4288F1Z141,Active,91,9991469000,General
11ABCDE6992F1Z142,Active,71,9135078530,General
19ABCDE7173F1Z143,Active,84,9139516159,General
28ABCDE2360F1Z144,Active,74,9188416934,General
32ABCDE4452F1Z145,Active,80,9155080304,General
32ABCDE5551F1Z146,Active,98,9280893776,General
20ABCDE8920F1Z147,Active,71,9944102083,General
32ABCDE1904F1Z148,Active,70,9684771300,General
23ABCDE4296F1Z149,Active,78,9860490779,General
10ABCDE6651F1Z150,Active,83,9318857426,General
16ABCDE3580F1Z151,Active,85,9968436884,General
23ABCDE6292F1Z152,Active,89,9487243586,General
24ABCDE1154F1Z153,Active,86,9358582276,General
36ABCDE7762F1Z154,Active,99,9640557709,General
21ABCDE7622F1Z155,Active,100,9659315158,General
16ABCDE8549F1Z156,Active,80,9795764921,General
18ABCDE6106F1Z157,Active,71,9344794070,General
13ABCDE8211F1Z158,Active,93,9319347673,General
25ABCDE5512F1Z159,Active,80,9597984012,General
33ABCDE5889F1Z160,Active,90,9200324388,General
13ABCDE8839F1Z161,Active,94,9156806714,General
10ABCDE6950F1Z162,Active,85,9550663174,General
26ABCDE5131F1Z163,Active,87,9666271208,General
25ABCDE6753F1Z164,Active,98,9499805437,General
21ABCDE5946F1Z165,Active,77,9164091742,General
25ABCDE7411F1Z166,Active,77,9399780311,General
23ABCDE1490F1Z167,Active,77,9369644445,General
13ABCDE6098F1Z168,Active,94,9922450242,General
35ABCDE8847F1Z169,Active,94,9481580250,General
24ABCDE4801F1Z170,Active,85,9298552187,General
20ABCDE4438F1Z171,Active,92,9641306912,General
24ABCDE2254F1Z172,Active,82,9891818744,General
36ABCDE1422F1Z173,Active,85,9923778225,General
15ABCDE6150F1Z174,Active,71,9926204738,General
34ABCDE4644F1Z175,Active,76,9962277750,General
13ABCDE5696F1Z176,Active,96,9305406613,General
14ABCDE5687F1Z177,Active,89,9803877589,General
17ABCDE3400F1Z178,Active,92,9594871749,General
26ABCDE1845F1Z179,Active,89,9707315352,General
32ABCDE6645F1Z180,Active,93,9319684735,General
35ABCDE3063F1Z181,Active,96,9674472869,General
13ABCDE3042F1Z182,Active,100,9320119867,General
33ABCDE5021F1Z183,Active,80,9525052792,General
33ABCDE8614F1Z184,Active,73,9579291496,General
18ABCDE6417F1Z185,Active,86,9165190050,General
20ABCDE4145F1Z186,Active,81,9320142373,General
14ABCDE1625F1Z187,Active,95,9875871485,General
20ABCDE8514F1Z188,Active,95,9159462120,General
29ABCDE2754F1Z189,Active,76,9694564907,General
12ABCDE4679F1Z190,Active,74,9560836312,General
28ABCDE4249F1Z191,Active,72,9714233523,General
14ABCDE1347F1Z192,Active,86,9796840602,General
19ABCDE3312F1Z193,Active,93,9146224670,General
28ABCDE3893F1Z194,Active,73,9927495625,General
15ABCDE5767F1Z195,Active,71,9781993106,General
10ABCDE6453F1Z196,Active,76,9686954188,General
35ABCDE6394F1Z197,Active,90,9647996360,General
22ABCDE3575F1Z198,Active,99,9630652139,General
30ABCDE4958F1Z199,Active,70,9270800595,General
13ABCDE2745F1Z200,Active,77,9697222920,General
11ABCDE4435F1Z201,Active,90,9194136749,General
32ABCDE5215F1Z202,Active,76,9519359502,General
26ABCDE9345F1Z203,Active,98,9887136979,General
23ABCDE7239F1Z204,Active,96,9875287366,General
14ABCDE2119F1Z205,Active,98,9717716139,General
11ABCDE5000F1Z206,Active,90,9336931915,General
19ABCDE1195F1Z207,Active,80,9693814440,General
22ABCDE3943F1Z208,Active,79,9825063241,General
36ABCDE6769F1Z209,Active,88,9700677353,General
31ABCDE6714F1Z210,Active,70,9313943462,General
20ABCDE8817F1Z211,Active,97,9825082670,General
10ABCDE6103F1Z212,Active,70,9733825107,General
24ABCDE9901F1Z213,Active,94,9989023131,General
20ABCDE3243F1Z214,Active,97,9902040277,General
14ABCDE5091F1Z215,Active,82,9637085165,General
36ABCDE8262F1Z216,Active,95,9883162747,General
18ABCDE7285F1Z217,Active,99,9657064846,General
20ABCDE8643F1Z218,Active,100,9911136089,General
25ABCDE7716F1Z219,Active,76,9159749637,General
30ABCDE4720F1Z220,Active,82,9389313244,General
36ABCDE2747F1Z221,Active,80,9684821191,General
34ABCDE6082F1Z222,Active,98,9169457085,General
28ABCDE2013F1Z223,Active,91,9554475538,General
29ABCDE7543F1Z224,Active,90,9420760370,General
25ABCDE7090F1Z225,Active,95,9790479498,General
21ABCDE3051F1Z226,Active,84,9892337312,General
18ABCDE5246F1Z227,Active,97,9339399795,General
23ABCDE2439F1Z228,Active,76,9991105305,General
29ABCDE9226F1Z229,Active,78,9256033103,General
17ABCDE6855F1Z230,Active,99,9480173277,General
11ABCDE9526F1Z231,Active,73,9261651454,General
24ABCDE7881F1Z232,Active,99,9712970951,General
12ABCDE1403F1Z233,Active,92,9624556410,General
30ABCDE1637F1Z234,Active,80,9298351272,General
15ABCDE2702F1Z235,Active,91,9231714227,General
27ABCDE1740F1Z236,Active,91,9139357480,General
33ABCDE4255F1Z237,Active,87,9740163877,General
23ABCDE8791F1Z238,Active,83,9590257650,General
18ABCDE2440F1Z239,Active,98,9306013235,General
19ABCDE3423F1Z240,Active,77,9748246149,General
33ABCDE5912F1Z241,Active,84,9863253824,General
28ABCDE7687F1Z242,Active,77,9847990849,General
16ABCDE2611F1Z243,Active,73,9615670477,General
29ABCDE9837F1Z244,Active,97,9990889697,General
26ABCDE9014F1Z245,Active,92,9195826600,General
29ABCDE2567F1Z246,Active,89,9143653085,General
24ABCDE4544F1Z247,Active,71,9680802129,General
32ABCDE5706F1Z248,Active,95,9965701098,General
11ABCDE5245F1Z249,Active,79,9934683356,General
10ABCDE2632F1Z250,Active,96,9316873326,General
22ABCDE7366F1Z251,Active,70,9720216214,General
33ABCDE6017F1Z252,Active,95,9324253927,General
34ABCDE8198F1Z253,Active,98,9489896796,General
24ABCDE8202F1Z254,Active,81,9695874160,General
16ABCDE4144F1Z255,Active,90,9688418828,General
24ABCDE2224F1Z256,Active,81,9655989319,General
21ABCDE3055F1Z257,Active,70,9994756245,General
14ABCDE3531F1Z258,Active,77,9751002866,General
10ABCDE2230F1Z259,Active,75,9708728066,General
13ABCDE5429F1Z260,Active,71,9581883091,General
33ABCDE2828F1Z261,Active,95,9487957587,General
36ABCDE2823F1Z262,Active,88,9385809810,General
36ABCDE2858F1Z263,Active,83,9434946145,General
36ABCDE4648F1Z264,Active,73,9711248446,General
18ABCDE8021F1Z265,Active,98,9378923486,General
17ABCDE5363F1Z266,Active,71,9688653417,General
19ABCDE8619F1Z267,Active,72,9473255627,General
18ABCDE7642F1Z268,Active,72,9112224273,General
14ABCDE5616F1Z269,Active,86,9200571002,General
28ABCDE8211F1Z270,Active,98,9584150210,General
21ABCDE2404F1Z271,Active,92,9497458853,General
34ABCDE9504F1Z272,Active,100,9163557280,General
32ABCDE6190F1Z273,Active,86,9414953586,General
36ABCDE6998F1Z274,Active,100,9529191966,General
32ABCDE4830F1Z275,Active,93,9744715882,General
31ABCDE2214F1Z276,Active,71,9729902782,General
23ABCDE6337F1Z277,Active,70,9778447652,General
31ABCDE8652F1Z278,Active,91,9420257925,General
10ABCDE8383F1Z279,Active,96,9842056432,General
32ABCDE6115F1Z280,Active,89,9107337734,General
32ABCDE9072F1Z281,Active,97,9697019832,General
23ABCDE8663F1Z282,Active,77,9517815895,General
20ABCDE3438F1Z283,Active,79,9388503312,General
16ABCDE9999F1Z284,Active,94,9840535834,General
16ABCDE7459F1Z285,Active,96,9916159724,General
14ABCDE9497F1Z286,Active,99,9666160122,General
27ABCDE4129F1Z287,Active,92,9468723634,General
15ABCDE9848F1Z288,Active,75,9144833925,General
29ABCDE9053F1Z289,Active,70,9946177877,General
35ABCDE7124F1Z290,Active,92,9517983995,General
19ABCDE3969F1Z291,Active,93,9578599721,General
13ABCDE6500F1Z292,Active,91,9366563519,General
33ABCDE3009F1Z293,Active,79,9527385276,General
25ABCDE5606F1Z294,Active,89,9877230899,General
34ABCDE2965F1Z295,Active,89,9891972591,General
25ABCDE8926F1Z296,Active,94,9706202136,General
17ABCDE2794F1Z297,Active,93,9915707765,General
20ABCDE6941F1Z298,Active,71,9808994609,General
22ABCDE4849F1Z299,Active,98,9145067663,General
17ABCDE9382F1Z300,Active,91,9309531197,General
14ABCDE6012F1Z301,Active,70,9887944897,General
11ABCDE7783F1Z302,Active,72,9103979254,General
24ABCDE9818F1Z303,Active,72,9721390643,General
10ABCDE5467F1Z304,Active,73,9721690043,General
30ABCDE4660F1Z305,Active,97,9451604509,General
28ABCDE6130F1Z306,Active,91,9494327030,General
22ABCDE7516F1Z307,Active,93,9915737931,General
12ABCDE9551F1Z308,Active,83,9313405883,General
36ABCDE2325F1Z309,Active,95,9120905294,General
19ABCDE8897F1Z310,Active,70,9719307462,General
12ABCDE7574F1Z311,Active,72,9758631035,General
30ABCDE4896F1Z312,Active,81,9714681408,General
23ABCDE5966F1Z313,Active,83,9546829662,General
13ABCDE3080F1Z314,Active,95,9173766570,General
22ABCDE6794F1Z315,Active,72,9505940072,General
22ABCDE3061F1Z316,Active,90,9742749206,General
15ABCDE1206F1Z317,Active,95,9630087886,General
29ABCDE6322F1Z318,Active,79,9974094549,General
29ABCDE9456F1Z319,Active,70,9394160716,General
35ABCDE4571F1Z320,Active,92,9906105780,General
13ABCDE2763F1Z321,Active,89,9972612271,General
10ABCDE7755F1Z322,Active,93,9650250276,General
20ABCDE1951F1Z323,Active,91,9395392247,General
33ABCDE1289F1Z324,Active,81,9167643689,General
19ABCDE3062F1Z325,Active,80,9438832719,General
24ABCDE6836F1Z326,Active,83,9629632629,General
21ABCDE5342F1Z327,Active,94,9467033972,General
22ABCDE5239F1Z328,Active,78,9752094674,General
35ABCDE9732F1Z329,Active,78,9310022538,General
34ABCDE2620F1Z330,Active,77,9892007538,General
35ABCDE5714F1Z331,Active,93,9929082246,General
35ABCDE6339F1Z332,Active,91,9546491677,General
28ABCDE8522F1Z333,Active,79,9408274820,General
25ABCDE5895F1Z334,Active,78,9141705843,General
11ABCDE9454F1Z335,Active,75,9772670418,General
25ABCDE7371F1Z336,Active,98,9162530421,General
23ABCDE9672F1Z337,Active,89,9949831998,General
34ABCDE7302F1Z338,Active,89,9751766922,General
12ABCDE9342F1Z339,Active,81,9885673237,General
16ABCDE9404F1Z340,Active,74,9742322489,General
11ABCDE4401F1Z341,Active,86,9996893915,General
28ABCDE6170F1Z342,Active,85,9881493791,General
31ABCDE9979F1Z343,Active,93,9419069074,General
33ABCDE7671F1Z344,Active,97,9575783564,General
33ABCDE1960F1Z345,Active,76,9638254286,General
34ABCDE5926F1Z346,Active,73,9126459209,General
23ABCDE6474F1Z347,Active,96,9627902825,General
14ABCDE5126F1Z348,Active,88,9352617180,General
11ABCDE6606F1Z349,Active,78,9818517519,General
11ABCDE4242F1Z350,Active,86,9202119559,General
16ABCDE1192F1Z351,Active,87,9482877442,General
14ABCDE9542F1Z352,Active,83,9916288934,General
36ABCDE5527F1Z353,Active,97,9833985017,General
13ABCDE2951F1Z354,Active,97,9981219890,General
34ABCDE1872F1Z355,Active,72,9522237574,General
33ABCDE3805F1Z356,Active,71,9380324726,General
14ABCDE6233F1Z357,Active,73,9788707527,General
13ABCDE4011F1Z358,Active,74,9850984330,General
30ABCDE3270F1Z359,Active,96,9613132370,General
11ABCDE3056F1Z360,Active,93,9167201546,General
34ABCDE6099F1Z361,Active,78,9900323061,General
19ABCDE9087F1Z362,Active,84,9344548471,General
29ABCDE1420F1Z363,Active,89,9991931533,General
30ABCDE5075F1Z364,Active,80,9275290977,General
11ABCDE9778F1Z365,Active,98,9980192910,General
35ABCDE9200F1Z366,Active,92,9426858027,General
29ABCDE6877F1Z367,Active,93,9604811610,General
15ABCDE7557F1Z368,Active,76,9219976384,General
17ABCDE4247F1Z369,Active,77,9392555333,General
10ABCDE5380F1Z370,Active,84,9977434277,General
11ABCDE2895F1Z371,Active,87,9864279538,General
16ABCDE4602F1Z372,Active,79,9468177941,General
28ABCDE4668F1Z373,Active,79,9825948790,General
29ABCDE9884F1Z374,Active,80,9126324224,General
26ABCDE3547F1Z375,Active,73,9749522754,General
29ABCDE7813F1Z376,Active,73,9776652471,General
23ABCDE7531F1Z377,Active,89,9500928106,General
27ABCDE7902F1Z378,Active,86,9392772516,General
22ABCDE8896F1Z379,Active,99,9149770187,General
10ABCDE6952F1Z380,Active,94,9208392340,General
17ABCDE8964F1Z381,Active,92,9682766092,General
24ABCDE6266F1Z382,Active,72,9893103687,General
20ABCDE6034F1Z383,Active,94,9234742317,General
13ABCDE1907F1Z384,Active,75,9884215309,General
16ABCDE3960F1Z385,Active,97,9709004129,General
11ABCDE1305F1Z386,Active,81,9551810888,General
15ABCDE1019F1Z387,Active,80,9370377398,General
27ABCDE2953F1Z388,Active,92,9372642967,General
29ABCDE3456F1Z389,Active,79,9824067717,General
17ABCDE4143F1Z390,Active,78,9534920783,General
27ABCDE5718F1Z391,Active,83,9451293251,General
18ABCDE4534F1Z392,Active,80,9288241179,General
20ABCDE9079F1Z393,Active,70,9245522950,General
20ABCDE4883F1Z394,Active,77,9490568163,General
25ABCDE3009F1Z395,Active,92,9307356018,General
36ABCDE3024F1Z396,Active,100,9433732352,General
17ABCDE1790F1Z397,Active,79,9482387808,General
31ABCDE9122F1Z398,Active,83,9633903837,General
14ABCDE1947F1Z399,Active,80,9417086871,General
17ABCDE9250F1Z400,Active,76,9214599618,General
23ABCDE4512F1Z401,Active,99,9881532360,General
24ABCDE1083F1Z402,Active,77,9506000418,General
15ABCDE8613F1Z403,Active,78,9444320270,General
23ABCDE2691F1Z404,Active,95,9654579102,General
36ABCDE8584F1Z405,Active,99,9599317540,General
36ABCDE1854F1Z406,Active,76,9954871874,General
11ABCDE4822F1Z407,Active,83,9524698495,General
23ABCDE2097F1Z408,Active,90,9656986628,General
24ABCDE4715F1Z409,Active,89,9252871710,General
27ABCDE3137F1Z410,Active,93,9978476689,General
24ABCDE9550F1Z411,Active,91,9112247256,General
36ABCDE8114F1Z412,Active,88,9507729685,General
11ABCDE1099F1Z413,Active,90,9282718130,General
16ABCDE2466F1Z414,Active,79,9220677157,General
14ABCDE6226F1Z415,Active,70,9779412542,General
28ABCDE8598F1Z416,Active,88,9510529883,General
19ABCDE9720F1Z417,Active,84,9839448827,General
25ABCDE7928F1Z418,Active,72,9880466288,General
23ABCDE6849F1Z419,Active,80,9216104374,General
36ABCDE1685F1Z420,Active,94,9262386075,General
18ABCDE6833F1Z421,Active,80,9906592659,General
23ABCDE1864F1Z422,Active,95,9490346449,General
18ABCDE3627F1Z423,Active,78,9137877469,General
17ABCDE2947F1Z424,Active,84,9777661197,General
26ABCDE7536F1Z425,Active,74,9890618995,General
19ABCDE8579F1Z426,Active,96,9634305484,General
35ABCDE7320F1Z427,Active,90,9286105483,General
33ABCDE8386F1Z428,Active,92,9469140386,General
24ABCDE4572F1Z429,Active,92,9641199322,General
13ABCDE9112F1Z430,Active,86,9722302824,General
16ABCDE6161F1Z431,Active,100,9519073799,General
31ABCDE9460F1Z432,Active,75,9939390881,General
20ABCDE3430F1Z433,Active,73,9838037844,General
28ABCDE8599F1Z434,Active,90,9849063952,General
13ABCDE6009F1Z435,Active,97,9141470457,General
31ABCDE8221F1Z436,Active,83,9402327138,General
12ABCDE4849F1Z437,Active,77,9879391506,General
17ABCDE5391F1Z438,Active,93,9989839626,General
24ABCDE9771F1Z439,Active,80,9333847771,General
10ABCDE3047F1Z440,Active,92,9500813853,General
11ABCDE6663F1Z441,Active,85,9332536275,General
30ABCDE1505F1Z442,Active,89,9179323635,General
35ABCDE3179F1Z443,Active,90,9577534865,General
30ABCDE6342F1Z444,Active,74,9629835827,General
34ABCDE5599F1Z445,Active,85,9380691365,General
32ABCDE1655F1Z446,Active,80,9753297203,General
13ABCDE1838F1Z447,Active,72,9909438059,General
17ABCDE9882F1Z448,Active,97,9551241436,General
28ABCDE7679F1Z449,Active,72,9628186257,General
15ABCDE8119F1Z450,Active,91,9311810522,General
21ABCDE1160F1Z451,Active,95,9582360581,General
34ABCDE5292F1Z452,Active,88,9678909394,General
29ABCDE9529F1Z453,Active,90,9248934524,General
22ABCDE3776F1Z454,Active,99,9152183970,General
16ABCDE2489F1Z455,Active,81,9419376750,General
19ABCDE3449F1Z456,Active,83,9147377827,General
36ABCDE4144F1Z457,Active,88,9968397644,General
22ABCDE1578F1Z458,Active,83,9975715825,General
15ABCDE1596F1Z459,Active,95,9339126964,General
31ABCDE1856F1Z460,Active,93,9933363220,General
15ABCDE8307F1Z461,Active,84,9664835223,General
24ABCDE4610F1Z462,Active,80,9100530119,General
33ABCDE6138F1Z463,Active,84,9370036968,General
11ABCDE1356F1Z464,Active,70,9630905607,General
30ABCDE1063F1Z465,Active,76,9877892520,General
21ABCDE2424F1Z466,Active,89,9760219906,General
30ABCDE2820F1Z467,Active,74,9887297518,General
29ABCDE8990F1Z468,Active,97,9128270081,General
23ABCDE9173F1Z469,Active,81,9111027276,General
13ABCDE7151F1Z470,Active,98,9204901093,General
29ABCDE3742F1Z471,Active,97,9165149215,General
25ABCDE9668F1Z472,Active,82,9822622737,General
14ABCDE4876F1Z473,Active,85,9875704851,General
21ABCDE2583F1Z474,Active,96,9418202487,General
23ABCDE7990F1Z475,Active,99,9580019515,General
32ABCDE7086F1Z476,Active,89,9611605081,General
15ABCDE8796F1Z477,Active,70,9271473235,General
15ABCDE8508F1Z478,Active,88,9756470569,General
18ABCDE4930F1Z479,Active,74,9869580023,General
29ABCDE8493F1Z480,Active,84,9955386332,General
15ABCDE1633F1Z481,Active,92,9909633803,General
30ABCDE9252F1Z482,Active,74,9745427691,General
36ABCDE9719F1Z483,Active,85,9431516191,General
23ABCDE5269F1Z484,Active,96,9655721099,General
24ABCDE9303F1Z485,Active,90,9114527528,General
33ABCDE6890F1Z486,Active,93,9295739315,General
11ABCDE8895F1Z487,Active,81,9229611149,General
11ABCDE1137F1Z488,Active,90,9847656223,General
18ABCDE9406F1Z489,Active,76,9975533975,General
18ABCDE6882F1Z490,Active,93,9337101644,General
35ABCDE9533F1Z491,Active,80,9423596030,General
21ABCDE1578F1Z492,Active,93,9568291826,General
24ABCDE2403F1Z493,Active,72,9627277133,General
33ABCDE6837F1Z494,Active,81,9531341674,General
31ABCDE7376F1Z495,Active,74,9621239800,General
21ABCDE8263F1Z496,Active,92,9640391993,General
31ABCDE2202F1Z497,Active,89,9138861743,General
33ABCDE5213F1Z498,Active,72,9122085543,General
11ABCDE8859F1Z499,Active,90,9816756000,General
23ABCDE7029F1Z500,Active,84,9393084679,General
34ABCDE2531F1Z501,Active,79,9936866693,General
33ABCDE1137F1Z502,Active,70,9120076510,General
31ABCDE8675F1Z503,Active,74,9385995313,General
26ABCDE7188F1Z504,Active,83,9210751008,General
29ABCDE3626F1Z505,Active,88,9201571012,General
36ABCDE6194F1Z506,Active,82,9928798699,General
12ABCDE8728F1Z507,Active,83,9201666337,General
15ABCDE9697F1Z508,Active,77,9993664939,General
35ABCDE9382F1Z509,Active,75,9796324307,General
28ABCDE9326F1Z510,Active,79,9877215173,General
18ABCDE4939F1Z511,Active,95,9856712217,General
33ABCDE9503F1Z512,Active,73,9578953074,General
20ABCDE4702F1Z513,Active,75,9996169119,General
31ABCDE3087F1Z514,Active,71,9126876338,General
35ABCDE7026F1Z515,Active,76,9326152428,General
23ABCDE1380F1Z516,Active,83,9833065932,General
17ABCDE7689F1Z517,Active,87,9842346909,General
28ABCDE9229F1Z518,Active,93,9973991857,General
33ABCDE3804F1Z519,Active,98,9219873850,General
27ABCDE6431F1Z520,Active,87,9545250051,General
33ABCDE1015F1Z521,Active,99,9536507807,General
29ABCDE7939F1Z522,Active,74,9795908331,General
21ABCDE6789F1Z523,Active,86,9157289554,General
16ABCDE8114F1Z524,Active,97,9737995431,General
25ABCDE9282F1Z525,Active,98,9740837155,General
11ABCDE1080F1Z526,Active,77,9838398959,General
17ABCDE2606F1Z527,Active,83,9577136292,General
16ABCDE1567F1Z528,Active,86,9981736402,General
30ABCDE3787F1Z529,Active,72,9154928837,General
29ABCDE2291F1Z530,Active,86,9798684108,General
33ABCDE6309F1Z531,Active,80,9928947425,General
27ABCDE8750F1Z532,Active,94,9457296502,General
24ABCDE7103F1Z533,Active,97,9855033545,General
10ABCDE4034F1Z534,Active,88,9672307899,General
34ABCDE8100F1Z535,Active,84,9252607481,General
14ABCDE6638F1Z536,Active,88,9372918992,General
18ABCDE6498F1Z537,Active,75,9947116967,General
36ABCDE1622F1Z538,Active,91,9500787760,General
28ABCDE1056F1Z539,Active,87,9399786360,General
19ABCDE8897F1Z540,Active,89,9594454399,General
27ABCDE1954F1Z541,Active,84,9885948961,General
34ABCDE9177F1Z542,Active,79,9534542055,General
14ABCDE9427F1Z543,Active,95,9762290939,General
12ABCDE8685F1Z544,Active,73,9364305620,General
13ABCDE2846F1Z545,Active,89,9763125921,General
19ABCDE6081F1Z546,Active,100,9143106885,General
19ABCDE1983F1Z547,Active,75,9497073642,General
20ABCDE4120F1Z548,Active,71,9482313801,General
28ABCDE2485F1Z549,Active,75,9353847839,General
31ABCDE4326F1Z550,Active,79,9215241522,General
15ABCDE1988F1Z551,Active,83,9468815847,General
12ABCDE3312F1Z552,Active,73,9288216559,General
13ABCDE2701F1Z553,Active,81,9137064075,General
32ABCDE2459F1Z554,Active,84,9969681544,General
11ABCDE3591F1Z555,Active,71,9592107674,General
17ABCDE7092F1Z556,Active,96,9169480429,General
19ABCDE7061F1Z557,Active,72,9768118808,General
31ABCDE1063F1Z558,Active,97,9511101756,General
14ABCDE8875F1Z559,Active,72,9513519508,General
27ABCDE3452F1Z560,Active,77,9548303269,General
21ABCDE5637F1Z561,Active,96,9822243601,General
10ABCDE3373F1Z562,Active,94,9396166654,General
30ABCDE9527F1Z563,Active,92,9685083174,General
26ABCDE6502F1Z564,Active,85,9153241320,General
34ABCDE3423F1Z565,Active,79,9366242511,General
14ABCDE2846F1Z566,Active,84,9737808233,General
16ABCDE6562F1Z567,Active,84,9686038600,General
12ABCDE9094F1Z568,Active,88,9454665764,General
17ABCDE2450F1Z569,Active,91,9916653348,General
20ABCDE9380F1Z570,Active,82,9811776595,General
21ABCDE5463F1Z571,Active,72,9324142352,General
25ABCDE5557F1Z572,Active,99,9824660618,General
13ABCDE6001F1Z573,Active,86,9122573396,General
36ABCDE3920F1Z574,Active,87,9537798559,General
16ABCDE2218F1Z575,Active,84,9310728405,General
26ABCDE9263F1Z576,Active,85,9608650114,General
30ABCDE6757F1Z577,Active,73,9424395763,General
14ABCDE8611F1Z578,Active,97,9806876538,General
35ABCDE4733F1Z579,Active,80,9546223427,General
33ABCDE6745F1Z580,Active,72,9302191628,General
28ABCDE2311F1Z581,Active,79,9435475067,General
35ABCDE4518F1Z582,Active,84,9136524438,General
36ABCDE9365F1Z583,Active,81,9551486849,General
31ABCDE4072F1Z584,Active,70,9425756183,General
26ABCDE5871F1Z585,Active,92,9679916892,General
15ABCDE4390F1Z586,Active,72,9106210357,General
35ABCDE5913F1Z587,Active,74,9617527005,General
11ABCDE4134F1Z588,Active,76,9369446585,General
10ABCDE5485F1Z589,Active,83,9845108335,General
32ABCDE1708F1Z590,Active,77,9295943769,General
14ABCDE8033F1Z591,Active,95,9215328126,General
18ABCDE3535F1Z592,Active,74,9280983098,General
20ABCDE8845F1Z593,Active,70,9424620304,General
14ABCDE4798F1Z594,Active,92,9152335171,General
19ABCDE3933F1Z595,Active,74,9460732140,General
12ABCDE7845F1Z596,Active,86,9305474978,General
36ABCDE1776F1Z597,Active,83,9256528504,General
19ABCDE7167F1Z598,Active,79,9417733911,General
10ABCDE6923F1Z599,Active,72,9477028296,General
20ABCDE9393F1Z600,Active,75,9281398111,General
35ABCDE7011F1Z601,Active,82,9270487885,General
28ABCDE6163F1Z602,Active,81,9524727802,General
23ABCDE9939F1Z603,Active,80,9114925798,General
10ABCDE1295F1Z604,Active,70,9524636321,General
34ABCDE3461F1Z605,Active,82,9420509605,General
10ABCDE1047F1Z606,Active,84,9973789951,General
31ABCDE8214F1Z607,Active,84,9184162059,General
28ABCDE3737F1Z608,Active,82,9637634631,General
16ABCDE2440F1Z609,Active,77,9849308345,General
20ABCDE6585F1Z610,Active,96,9843224061,General
32ABCDE4273F1Z611,Active,98,9337816119,General
10ABCDE5082F1Z612,Active,72,9882732329,General
17ABCDE3362F1Z613,Active,77,9975059195,General
28ABCDE2086F1Z614,Active,72,9857835668,General
36ABCDE1106F1Z615,Active,70,9130895393,General
12ABCDE7970F1Z616,Active,80,9772331451,General
20ABCDE8709F1Z617,Active,98,9353869777,General
12ABCDE7785F1Z618,Active,98,9606959207,General
32ABCDE7393F1Z619,Active,88,9409293078,General
30ABCDE8730F1Z620,Active,73,9317730380,General
16ABCDE8095F1Z621,Active,91,9174531474,General
34ABCDE4682F1Z622,Active,92,9246373989,General
26ABCDE7783F1Z623,Active,85,9948031033,General
35ABCDE1787F1Z624,Active,96,9451765672,General
30ABCDE8411F1Z625,Active,98,9539379859,General
14ABCDE8360F1Z626,Active,79,9358833853,General
32ABCDE6248F1Z627,Active,93,9376035371,General
24ABCDE8017F1Z628,Active,96,9102481607,General
25ABCDE6419F1Z629,Active,74,9696382250,General
33ABCDE8909F1Z630,Active,80,9222988568,General
33ABCDE6633F1Z631,Active,90,9440054053,General
30ABCDE9783F1Z632,Active,70,9492234921,General
24ABCDE3557F1Z633,Active,74,9593026728,General
16ABCDE7568F1Z634,Active,95,9377684846,General
12ABCDE4674F1Z635,Active,90,9408853868,General
14ABCDE8181F1Z636,Active,80,9681375542,General
13ABCDE5601F1Z637,Active,75,9425086604,General
13ABCDE7271F1Z638,Active,89,9328907080,General
30ABCDE8231F1Z639,Active,95,9928697520,General
13ABCDE8262F1Z640,Active,100,9557975548,General
28ABCDE2110F1Z641,Active,91,9313485633,General
18ABCDE2874F1Z642,Active,90,9256052187,General
36ABCDE4925F1Z643,Active,94,9642815852,General
34ABCDE7399F1Z644,Active,87,9819716601,General
27ABCDE8886F1Z645,Active,76,9751433320,General
26ABCDE5015F1Z646,Active,97,9524108564,General
19ABCDE4556F1Z647,Active,71,9239329590,General
36ABCDE2030F1Z648,Active,87,9955648723,General
29ABCDE6735F1Z649,Active,100,9123408258,General
35ABCDE5742F1Z650,Active,82,9519330957,General
33ABCDE6864F1Z651,Active,77,9906584046,General
32ABCDE7898F1Z652,Active,80,9738497447,General
19ABCDE1154F1Z653,Active,72,9116143239,General
28ABCDE6731F1Z654,Active,77,9963754935,General
22ABCDE8081F1Z655,Active,79,9820276498,General
26ABCDE9663F1Z656,Active,71,9448849790,General
15ABCDE5200F1Z657,Active,93,9260995884,General
23ABCDE5620F1Z658,Active,79,9658877951,General
35ABCDE5994F1Z659,Active,72,9369861291,General
36ABCDE5861F1Z660,Active,79,9389206039,General
14ABCDE8524F1Z661,Active,95,9291598319,General
27ABCDE6642F1Z662,Active,83,9281341613,General
22ABCDE6465F1Z663,Active,77,9721242720,General
15ABCDE7319F1Z664,Active,78,9683932225,General
21ABCDE2110F1Z665,Active,74,9417343777,General
19ABCDE7121F1Z666,Active,75,9997932012,General
18ABCDE6884F1Z667,Active,89,9196104495,General
10ABCDE8772F1Z668,Active,94,9874613012,General
27ABCDE1838F1Z669,Active,76,9772073887,General
26ABCDE5264F1Z670,Active,82,9443527873,General
21ABCDE1480F1Z671,Active,100,9937108157,General
28ABCDE7457F1Z672,Active,99,9165261540,General
19ABCDE4250F1Z673,Active,97,9447200125,General
29ABCDE8384F1Z674,Active,99,9505998585,General
30ABCDE3091F1Z675,Active,97,9608845500,General
