Gstin,Month,DelayDays
20ABCDE6941F1Z298,2023-06,-2
22ABCDE4849F1Z299,2023-01,-4
22ABCDE4849F1Z299,2023-02,1
22ABCDE4849F1Z299,2023-03,0
22ABCDE4849F1Z299,2023-04,-5
22ABCDE4849F1Z299,2023-05,5
22ABCDE4849F1Z299,2023-06,2
17ABCDE9382F1Z300,2023-01,2
17ABCDE9382F1Z300,2023-02,-1
17ABCDE9382F1Z300,2023-03,-3
17ABCDE9382F1Z300,2023-04,4
17ABCDE9382F1Z300,2023-05,-2
17ABCDE9382F1Z300,2023-06,-3
14ABCDE6012F1Z301,2023-01,4
14ABCDE6012F1Z301,2023-02,1
14ABCDE6012F1Z301,2023-03,-1
14ABCDE6012F1Z301,2023-04,1
14ABCDE6012F1Z301,2023-05,-1
14ABCDE6012F1Z301,2023-06,0
11ABCDE7783F1Z302,2023-01,3
11ABCDE7783F1Z302,2023-02,2
11ABCDE7783F1Z302,2023-03,-3
11ABCDE7783F1Z302,2023-04,5
11ABCDE7783F1Z302,2023-05,3
11ABCDE7783F1Z302,2023-06,-2
24ABCDE9818F1Z303,2023-01,0
24ABCDE9818F1Z303,2023-02,4
24ABCDE9818F1Z303,2023-03,-2
24ABCDE9818F1Z303,2023-04,2
24ABCDE9818F1Z303,2023-05,4
24ABCDE9818F1Z303,2023-06,0
10ABCDE5467F1Z304,2023-01,0
10ABCDE5467F1Z304,2023-02,-2
10ABCDE5467F1Z304,2023-03,-1
10ABCDE5467F1Z304,2023-04,0
10ABCDE5467F1Z304,2023-05,4
10ABCDE5467F1Z304,2023-06,0
30ABCDE4660F1Z305,2023-01,5
30ABCDE4660F1Z305,2023-02,2
30ABCDE4660F1Z305,2023-03,4
30ABCDE4660F1Z305,2023-04,-1
30ABCDE4660F1Z305,2023-05,-2
30ABCDE4660F1Z305,2023-06,5
28ABCDE6130F1Z306,2023-01,1
28ABCDE6130F1Z306,2023-02,5
28ABCDE6130F1Z306,2023-03,-5
28ABCDE6130F1Z306,2023-04,3
28ABCDE6130F1Z306,2023-05,4
28ABCDE6130F1Z306,2023-06,5
22ABCDE7516F1Z307,2023-01,-5
22ABCDE7516F1Z307,2023-02,1
22ABCDE7516F1Z307,2023-03,-4
22ABCDE7516F1Z307,2023-04,-4
22ABCDE7516F1Z307,2023-05,-1
22ABCDE7516F1Z307,2023-06,3
12ABCDE9551F1Z308,2023-01,-4
12ABCDE9551F1Z308,2023-02,-1
12ABCDE9551F1Z308,2023-03,0
12ABCDE9551F1Z308,2023-04,3
12ABCDE9551F1Z308,2023-05,5
12ABCDE9551F1Z308,2023-06,-5
36ABCDE2325F1Z309,2023-01,-5
36ABCDE2325F1Z309,2023-02,0
36ABCDE2325F1Z309,2023-03,0
36ABCDE2325F1Z309,2023-04,-1
36ABCDE2325F1Z309,2023-05,1
36ABCDE2325F1Z309,2023-06,-3
19ABCDE8897F1Z310,2023-01,-4
19ABCDE8897F1Z310,2023-02,-1
19ABCDE8897F1Z310,2023-03,2
19ABCDE8897F1Z310,2023-04,3
19ABCDE8897F1Z310,2023-05,-1
19ABCDE8897F1Z310,2023-06,-4
12ABCDE7574F1Z311,2023-01,-2
12ABCDE7574F1Z311,2023-02,4
12ABCDE7574F1Z311,2023-03,3
12ABCDE7574F1Z311,2023-04,2
12ABCDE7574F1Z311,2023-05,3
12ABCDE7574F1Z311,2023-06,1
30ABCDE4896F1Z312,2023-01,-4
30ABCDE4896F1Z312,2023-02,5
30ABCDE4896F1Z312,2023-03,-1
30ABCDE4896F1Z312,2023-04,4
30ABCDE4896F1Z312,2023-05,2
30ABCDE4896F1Z312,2023-06,3
23ABCDE5966F1Z313,2023-01,-1
23ABCDE5966F1Z313,2023-02,-2
23ABCDE5966F1Z313,2023-03,-4
23ABCDE5966F1Z313,2023-04,4
23ABCDE5966F1Z313,2023-05,-3
23ABCDE5966F1Z313,2023-06,-3
13ABCDE3080F1Z314,2023-01,-5
13ABCDE3080F1Z314,2023-02,-4
13ABCDE3080F1Z314,2023-03,4
13ABCDE3080F1Z314,2023-04,5
13ABCDE3080F1Z314,2023-05,4
13ABCDE3080F1Z314,2023-06,4
22ABCDE6794F1Z315,2023-01,4
22ABCDE6794F1Z315,2023-02,0
22ABCDE6794F1Z315,2023-03,-1
22ABCDE6794F1Z315,2023-04,-4
22ABCDE6794F1Z315,2023-05,1
22ABCDE6794F1Z315,2023-06,-3
22ABCDE3061F1Z316,2023-01,-1
22ABCDE3061F1Z316,2023-02,-5
22ABCDE3061F1Z316,2023-03,-5
22ABCDE3061F1Z316,2023-04,1
22ABCDE3061F1Z316,2023-05,1
22ABCDE3061F1Z316,2023-06,4
15ABCDE1206F1Z317,2023-01,-5
15ABCDE1206F1Z317,2023-02,-2
15ABCDE1206F1Z317,2023-03,0
15ABCDE1206F1Z317,2023-04,-5
15ABCDE1206F1Z317,2023-05,3
15ABCDE1206F1Z317,2023-06,-5
29ABCDE6322F1Z318,2023-01,-3
29ABCDE6322F1Z318,2023-02,-3
29ABCDE6322F1Z318,2023-03,3
29ABCDE6322F1Z318,2023-04,3
29ABCDE6322F1Z318,2023-05,-1
29ABCDE6322F1Z318,2023-06,-5
29ABCDE9456F1Z319,2023-01,2
29ABCDE9456F1Z319,2023-02,3
29ABCDE9456F1Z319,2023-03,0
29ABCDE9456F1Z319,2023-04,4
29ABCDE9456F1Z319,2023-05,4
29ABCDE9456F1Z319,2023-06,4
35ABCDE4571F1Z320,2023-01,0
35ABCDE4571F1Z320,2023-02,1
35ABCDE4571F1Z320,2023-03,-3
35ABCDE4571F1Z320,2023-04,5
35ABCDE4571F1Z320,2023-05,0
35ABCDE4571F1Z320,2023-06,5
13ABCDE2763F1Z321,2023-01,-5
13ABCDE2763F1Z321,2023-02,-3
13ABCDE2763F1Z321,2023-03,-2
13ABCDE2763F1Z321,2023-04,1
13ABCDE2763F1Z321,2023-05,1
13ABCDE2763F1Z321,2023-06,-1
10ABCDE7755F1Z322,2023-01,5
10ABCDE7755F1Z322,2023-02,-4
10ABCDE7755F1Z322,2023-03,0
10ABCDE7755F1Z322,2023-04,5
10ABCDE7755F1Z322,2023-05,-1
10ABCDE7755F1Z322,2023-06,2
20ABCDE1951F1Z323,2023-01,0
20ABCDE1951F1Z323,2023-02,2
20ABCDE1951F1Z323,2023-03,5
20ABCDE1951F1Z323,2023-04,-4
20ABCDE1951F1Z323,2023-05,0
20ABCDE1951F1Z323,2023-06,1
33ABCDE1289F1Z324,2023-01,3
33ABCDE1289F1Z324,2023-02,0
33ABCDE1289F1Z324,2023-03,3
33ABCDE1289F1Z324,2023-04,2
33ABCDE1289F1Z324,2023-05,4
33ABCDE1289F1Z324,2023-06,-3
19ABCDE3062F1Z325,2023-01,-5
19ABCDE3062F1Z325,2023-02,-3
19ABCDE3062F1Z325,2023-03,-5
19ABCDE3062F1Z325,2023-04,-2
19ABCDE3062F1Z325,2023-05,-4
19ABCDE3062F1Z325,2023-06,2
24ABCDE6836F1Z326,2023-01,0
24ABCDE6836F1Z326,2023-02,0
24ABCDE6836F1Z326,2023-03,-1
24ABCDE6836F1Z326,2023-04,0
24ABCDE6836F1Z326,2023-05,2
24ABCDE6836F1Z326,2023-06,3
21ABCDE5342F1Z327,2023-01,-1
21ABCDE5342F1Z327,2023-02,3
21ABCDE5342F1Z327,2023-03,4
21ABCDE5342F1Z327,2023-04,-4
21ABCDE5342F1Z327,2023-05,-1
21ABCDE5342F1Z327,2023-06,3
22ABCDE5239F1Z328,2023-01,-3
22ABCDE5239F1Z328,2023-02,5
22ABCDE5239F1Z328,2023-03,-5
22ABCDE5239F1Z328,2023-04,-1
22ABCDE5239F1Z328,2023-05,-5
22ABCDE5239F1Z328,2023-06,-5
35ABCDE9732F1Z329,2023-01,5
35ABCDE9732F1Z329,2023-02,-2
35ABCDE9732F1Z329,2023-03,4
35ABCDE9732F1Z329,2023-04,4
35ABCDE9732F1Z329,2023-05,-5
35ABCDE9732F1Z329,2023-06,1
34ABCDE2620F1Z330,2023-01,-5
34ABCDE2620F1Z330,2023-02,5
34ABCDE2620F1Z330,2023-03,-5
34ABCDE2620F1Z330,2023-04,0
34ABCDE2620F1Z330,2023-05,5
34ABCDE2620F1Z330,2023-06,-1
35ABCDE5714F1Z331,2023-01,5
35ABCDE5714F1Z331,2023-02,-2
35ABCDE5714F1Z331,2023-03,2
35ABCDE5714F1Z331,2023-04,1
35ABCDE5714F1Z331,2023-05,-1
35ABCDE5714F1Z331,2023-06,-1
35ABCDE6339F1Z332,2023-01,-2
35ABCDE6339F1Z332,2023-02,5
35ABCDE6339F1Z332,2023-03,0
35ABCDE6339F1Z332,2023-04,1
35ABCDE6339F1Z332,2023-05,5
35ABCDE6339F1Z332,2023-06,2
28ABCDE8522F1Z333,2023-01,2
28ABCDE8522F1Z333,2023-02,-4
28ABCDE8522F1Z333,2023-03,-1
28ABCDE8522F1Z333,2023-04,-2
28ABCDE8522F1Z333,2023-05,-1
28ABCDE8522F1Z333,2023-06,-5
25ABCDE5895F1Z334,2023-01,1
25ABCDE5895F1Z334,2023-02,-2
25ABCDE5895F1Z334,2023-03,-1
25ABCDE5895F1Z334,2023-04,-1
25ABCDE5895F1Z334,2023-05,-4
25ABCDE5895F1Z334,2023-06,-2
11ABCDE9454F1Z335,2023-01,-2
11ABCDE9454F1Z335,2023-02,-2
11ABCDE9454F1Z335,2023-03,-3
11ABCDE9454F1Z335,2023-04,-2
11ABCDE9454F1Z335,2023-05,2
11ABCDE9454F1Z335,2023-06,4
25ABCDE7371F1Z336,2023-01,1
25ABCDE7371F1Z336,2023-02,0
25ABCDE7371F1Z336,2023-03,2
25ABCDE7371F1Z336,2023-04,3
25ABCDE7371F1Z336,2023-05,-5
25ABCDE7371F1Z336,2023-06,-4
23ABCDE9672F1Z337,2023-01,-4
23ABCDE9672F1Z337,2023-02,3
23ABCDE9672F1Z337,2023-03,-2
23ABCDE9672F1Z337,2023-04,3
23ABCDE9672F1Z337,2023-05,-1
23ABCDE9672F1Z337,2023-06,3
34ABCDE7302F1Z338,2023-01,4
34ABCDE7302F1Z338,2023-02,-2
34ABCDE7302F1Z338,2023-03,-3
34ABCDE7302F1Z338,2023-04,-1
34ABCDE7302F1Z338,2023-05,-3
34ABCDE7302F1Z338,2023-06,3
12ABCDE9342F1Z339,2023-01,5
12ABCDE9342F1Z339,2023-02,3
12ABCDE9342F1Z339,2023-03,4
12ABCDE9342F1Z339,2023-04,5
12ABCDE9342F1Z339,2023-05,0
12ABCDE9342F1Z339,2023-06,-4
16ABCDE9404F1Z340,2023-01,1
16ABCDE9404F1Z340,2023-02,-3
16ABCDE9404F1Z340,2023-03,-4
16ABCDE9404F1Z340,2023-04,-5
16ABCDE9404F1Z340,2023-05,-5
16ABCDE9404F1Z340,2023-06,-5
11ABCDE4401F1Z341,2023-01,-2
11ABCDE4401F1Z341,2023-02,0
11ABCDE4401F1Z341,2023-03,0
11ABCDE4401F1Z341,2023-04,-1
11ABCDE4401F1Z341,2023-05,-1
11ABCDE4401F1Z341,2023-06,5
28ABCDE6170F1Z342,2023-01,2
28ABCDE6170F1Z342,2023-02,3
28ABCDE6170F1Z342,2023-03,3
28ABCDE6170F1Z342,2023-04,-4
28ABCDE6170F1Z342,2023-05,-2
28ABCDE6170F1Z342,2023-06,2
31ABCDE9979F1Z343,2023-01,-4
31ABCDE9979F1Z343,2023-02,0
31ABCDE9979F1Z343,2023-03,-4
31ABCDE9979F1Z343,2023-04,-3
31ABCDE9979F1Z343,2023-05,-2
31ABCDE9979F1Z343,2023-06,3
33ABCDE7671F1Z344,2023-01,-5
33ABCDE7671F1Z344,2023-02,0
33ABCDE7671F1Z344,2023-03,1
33ABCDE7671F1Z344,2023-04,5
33ABCDE7671F1Z344,2023-05,-2
33ABCDE7671F1Z344,2023-06,3
33ABCDE1960F1Z345,2023-01,-2
33ABCDE1960F1Z345,2023-02,-4
33ABCDE1960F1Z345,2023-03,1
33ABCDE1960F1Z345,2023-04,2
33ABCDE1960F1Z345,2023-05,2
33ABCDE1960F1Z345,2023-06,3
34ABCDE5926F1Z346,2023-01,-3
34ABCDE5926F1Z346,2023-02,-4
34ABCDE5926F1Z346,2023-03,0
34ABCDE5926F1Z346,2023-04,-4
34ABCDE5926F1Z346,2023-05,-2
34ABCDE5926F1Z346,2023-06,-2
23ABCDE6474F1Z347,2023-01,2
23ABCDE6474F1Z347,2023-02,-2
23ABCDE6474F1Z347,2023-03,-5
23ABCDE6474F1Z347,2023-04,-5
23ABCDE6474F1Z347,2023-05,0
23ABCDE6474F1Z347,2023-06,3
14ABCDE5126F1Z348,2023-01,-5
14ABCDE5126F1Z348,2023-02,4
14ABCDE5126F1Z348,2023-03,0
14ABCDE5126F1Z348,2023-04,0
14ABCDE5126F1Z348,2023-05,2
14ABCDE5126F1Z348,2023-06,0
11ABCDE6606F1Z349,2023-01,2
11ABCDE6606F1Z349,2023-02,-3
11ABCDE6606F1Z349,2023-03,4
11ABCDE6606F1Z349,2023-04,-1
11ABCDE6606F1Z349,2023-05,2
11ABCDE6606F1Z349,2023-06,5
11ABCDE4242F1Z350,2023-01,0
11ABCDE4242F1Z350,2023-02,-5
11ABCDE4242F1Z350,2023-03,1
11ABCDE4242F1Z350,2023-04,0
11ABCDE4242F1Z350,2023-05,-5
11ABCDE4242F1Z350,2023-06,2
16ABCDE1192F1Z351,2023-01,4
16ABCDE1192F1Z351,2023-02,3
16ABCDE1192F1Z351,2023-03,-1
16ABCDE1192F1Z351,2023-04,-1
16ABCDE1192F1Z351,2023-05,-3
16ABCDE1192F1Z351,2023-06,4
14ABCDE9542F1Z352,2023-01,-5
14ABCDE9542F1Z352,2023-02,2
14ABCDE9542F1Z352,2023-03,2
14ABCDE9542F1Z352,2023-04,4
14ABCDE9542F1Z352,2023-05,2
14ABCDE9542F1Z352,2023-06,-4
36ABCDE5527F1Z353,2023-01,0
36ABCDE5527F1Z353,2023-02,1
36ABCDE5527F1Z353,2023-03,-2
36ABCDE5527F1Z353,2023-04,-2
36ABCDE5527F1Z353,2023-05,-5
36ABCDE5527F1Z353,2023-06,-5
13ABCDE2951F1Z354,2023-01,-1
13ABCDE2951F1Z354,2023-02,-2
13ABCDE2951F1Z354,2023-03,-5
13ABCDE2951F1Z354,2023-04,2
13ABCDE2951F1Z354,2023-05,-3
13ABCDE2951F1Z354,2023-06,2
34ABCDE1872F1Z355,2023-01,1
34ABCDE1872F1Z355,2023-02,-4
34ABCDE1872F1Z355,2023-03,-2
34ABCDE1872F1Z355,2023-04,-2
34ABCDE1872F1Z355,2023-05,4
34ABCDE1872F1Z355,2023-06,-4
33ABCDE3805F1Z356,2023-01,-4
33ABCDE3805F1Z356,2023-02,2
33ABCDE3805F1Z356,2023-03,2
33ABCDE3805F1Z356,2023-04,-1
33ABCDE3805F1Z356,2023-05,-4
33ABCDE3805F1Z356,2023-06,-5
14ABCDE6233F1Z357,2023-01,0
14ABCDE6233F1Z357,2023-02,5
14ABCDE6233F1Z357,2023-03,1
14ABCDE6233F1Z357,2023-04,-4
14ABCDE6233F1Z357,2023-05,2
14ABCDE6233F1Z357,2023-06,3
13ABCDE4011F1Z358,2023-01,5
13ABCDE4011F1Z358,2023-02,-3
13ABCDE4011F1Z358,2023-03,5
13ABCDE4011F1Z358,2023-04,5
13ABCDE4011F1Z358,2023-05,5
13ABCDE4011F1Z358,2023-06,5
30ABCDE3270F1Z359,2023-01,1
30ABCDE3270F1Z359,2023-02,2
30ABCDE3270F1Z359,2023-03,-1
30ABCDE3270F1Z359,2023-04,-1
30ABCDE3270F1Z359,2023-05,0
30ABCDE3270F1Z359,2023-06,-1
11ABCDE3056F1Z360,2023-01,-1
11ABCDE3056F1Z360,2023-02,0
11ABCDE3056F1Z360,2023-03,-3
11ABCDE3056F1Z360,2023-04,-2
11ABCDE3056F1Z360,2023-05,-1
11ABCDE3056F1Z360,2023-06,3
34ABCDE6099F1Z361,2023-01,-5
34ABCDE6099F1Z361,2023-02,-3
34ABCDE6099F1Z361,2023-03,2
34ABCDE6099F1Z361,2023-04,-2
34ABCDE6099F1Z361,2023-05,2
34ABCDE6099F1Z361,2023-06,4
19ABCDE9087F1Z362,2023-01,0
19ABCDE9087F1Z362,2023-02,-3
19ABCDE9087F1Z362,2023-03,-1
19ABCDE9087F1Z362,2023-04,2
19ABCDE9087F1Z362,2023-05,-1
19ABCDE9087F1Z362,2023-06,0
29ABCDE1420F1Z363,2023-01,1
29ABCDE1420F1Z363,2023-02,-1
29ABCDE1420F1Z363,2023-03,1
29ABCDE1420F1Z363,2023-04,-3
29ABCDE1420F1Z363,2023-05,-4
29ABCDE1420F1Z363,2023-06,5
30ABCDE5075F1Z364,2023-01,5
30ABCDE5075F1Z364,2023-02,-3
30ABCDE5075F1Z364,2023-03,-1
30ABCDE5075F1Z364,2023-04,1
30ABCDE5075F1Z364,2023-05,-5
30ABCDE5075F1Z364,2023-06,4
11ABCDE9778F1Z365,2023-01,-4
11ABCDE9778F1Z365,2023-02,-1
11ABCDE9778F1Z365,2023-03,2
11ABCDE9778F1Z365,2023-04,-1
11ABCDE9778F1Z365,2023-05,4
11ABCDE9778F1Z365,2023-06,-4
35ABCDE9200F1Z366,2023-01,0
35ABCDE9200F1Z366,2023-02,1
35ABCDE9200F1Z366,2023-03,-5
35ABCDE9200F1Z366,2023-04,5
35ABCDE9200F1Z366,2023-05,-1
35ABCDE9200F1Z366,2023-06,-1
29ABCDE6877F1Z367,2023-01,3
29ABCDE6877F1Z367,2023-02,-4
29ABCDE6877F1Z367,2023-03,1
29ABCDE6877F1Z367,2023-04,3
29ABCDE6877F1Z367,2023-05,2
29ABCDE6877F1Z367,2023-06,3
15ABCDE7557F1Z368,2023-01,-1
15ABCDE7557F1Z368,2023-02,-3
15ABCDE7557F1Z368,2023-03,-5
15ABCDE7557F1Z368,2023-04,4
15ABCDE7557F1Z368,2023-05,-4
15ABCDE7557F1Z368,2023-06,-4
17ABCDE4247F1Z369,2023-01,-5
17ABCDE4247F1Z369,2023-02,5
17ABCDE4247F1Z369,2023-03,-1
17ABCDE4247F1Z369,2023-04,-4
17ABCDE4247F1Z369,2023-05,0
17ABCDE4247F1Z369,2023-06,5
10ABCDE5380F1Z370,2023-01,-4
10ABCDE5380F1Z370,2023-02,0
10ABCDE5380F1Z370,2023-03,-2
10ABCDE5380F1Z370,2023-04,-4
10ABCDE5380F1Z370,2023-05,2
10ABCDE5380F1Z370,2023-06,-3
11ABCDE2895F1Z371,2023-01,5
11ABCDE2895F1Z371,2023-02,-5
11ABCDE2895F1Z371,2023-03,-5
11ABCDE2895F1Z371,2023-04,1
11ABCDE2895F1Z371,2023-05,5
11ABCDE2895F1Z371,2023-06,-5
16ABCDE4602F1Z372,2023-01,2
16ABCDE4602F1Z372,2023-02,2
16ABCDE4602F1Z372,2023-03,-3
16ABCDE4602F1Z372,2023-04,0
16ABCDE4602F1Z372,2023-05,5
16ABCDE4602F1Z372,2023-06,4
28ABCDE4668F1Z373,2023-01,5
28ABCDE4668F1Z373,2023-02,4
28ABCDE4668F1Z373,2023-03,-5
28ABCDE4668F1Z373,2023-04,-1
28ABCDE4668F1Z373,2023-05,1
28ABCDE4668F1Z373,2023-06,3
29ABCDE9884F1Z374,2023-01,-4
29ABCDE9884F1Z374,2023-02,5
29ABCDE9884F1Z374,2023-03,-3
29ABCDE9884F1Z374,2023-04,5
29ABCDE9884F1Z374,2023-05,2
29ABCDE9884F1Z374,2023-06,-4
26ABCDE3547F1Z375,2023-01,-1
26ABCDE3547F1Z375,2023-02,-2
26ABCDE3547F1Z375,2023-03,1
26ABCDE3547F1Z375,2023-04,5
26ABCDE3547F1Z375,2023-05,-5
26ABCDE3547F1Z375,2023-06,-4
29ABCDE7813F1Z376,2023-01,-5
29ABCDE7813F1Z376,2023-02,4
29ABCDE7813F1Z376,2023-03,4
29ABCDE7813F1Z376,2023-04,1
29ABCDE7813F1Z376,2023-05,2
29ABCDE7813F1Z376,2023-06,5
23ABCDE7531F1Z377,2023-01,-2
23ABCDE7531F1Z377,2023-02,-4
23ABCDE7531F1Z377,2023-03,2
23ABCDE7531F1Z377,2023-04,3
23ABCDE7531F1Z377,2023-05,4
23ABCDE7531F1Z377,2023-06,1
27ABCDE7902F1Z378,2023-01,5
27ABCDE7902F1Z378,2023-02,2
27ABCDE7902F1Z378,2023-03,-3
27ABCDE7902F1Z378,2023-04,-2
27ABCDE7902F1Z378,2023-05,-5
27ABCDE7902F1Z378,2023-06,-4
22ABCDE8896F1Z379,2023-01,5
22ABCDE8896F1Z379,2023-02,-5
22ABCDE8896F1Z379,2023-03,-2
22ABCDE8896F1Z379,2023-04,1
22ABCDE8896F1Z379,2023-05,-3
22ABCDE8896F1Z379,2023-06,2
10ABCDE6952F1Z380,2023-01,5
10ABCDE6952F1Z380,2023-02,-4
10ABCDE6952F1Z380,2023-03,-3
10ABCDE6952F1Z380,2023-04,-5
10ABCDE6952F1Z380,2023-05,4
10ABCDE6952F1Z380,2023-06,0
17ABCDE8964F1Z381,2023-01,2
17ABCDE8964F1Z381,2023-02,-1
17ABCDE8964F1Z381,2023-03,-2
17ABCDE8964F1Z381,2023-04,-2
17ABCDE8964F1Z381,2023-05,-3
17ABCDE8964F1Z381,2023-06,-2
24ABCDE6266F1Z382,2023-01,-5
24ABCDE6266F1Z382,2023-02,-3
24ABCDE6266F1Z382,2023-03,4
24ABCDE6266F1Z382,2023-04,3
24ABCDE6266F1Z382,2023-05,0
24ABCDE6266F1Z382,2023-06,3
20ABCDE6034F1Z383,2023-01,0
20ABCDE6034F1Z383,2023-02,-1
20ABCDE6034F1Z383,2023-03,-2
20ABCDE6034F1Z383,2023-04,-5
20ABCDE6034F1Z383,2023-05,-5
20ABCDE6034F1Z383,2023-06,-5
13ABCDE1907F1Z384,2023-01,5
13ABCDE1907F1Z384,2023-02,-1
13ABCDE1907F1Z384,2023-03,4
13ABCDE1907F1Z384,2023-04,-1
13ABCDE1907F1Z384,2023-05,-4
13ABCDE1907F1Z384,2023-06,3
16ABCDE3960F1Z385,2023-01,-5
16ABCDE3960F1Z385,2023-02,-5
16ABCDE3960F1Z385,2023-03,-1
16ABCDE3960F1Z385,2023-04,1
16ABCDE3960F1Z385,2023-05,4
16ABCDE3960F1Z385,2023-06,-3
11ABCDE1305F1Z386,2023-01,-1
11ABCDE1305F1Z386,2023-02,3
11ABCDE1305F1Z386,2023-03,1
11ABCDE1305F1Z386,2023-04,-1
11ABCDE1305F1Z386,2023-05,4
11ABCDE1305F1Z386,2023-06,-2
15ABCDE1019F1Z387,2023-01,-4
15ABCDE1019F1Z387,2023-02,-3
15ABCDE1019F1Z387,2023-03,3
15ABCDE1019F1Z387,2023-04,-2
15ABCDE1019F1Z387,2023-05,-4
15ABCDE1019F1Z387,2023-06,-4
27ABCDE2953F1Z388,2023-01,-5
27ABCDE2953F1Z388,2023-02,-1
27ABCDE2953F1Z388,2023-03,1
27ABCDE2953F1Z388,2023-04,0
27ABCDE2953F1Z388,2023-05,5
27ABCDE2953F1Z388,2023-06,-4
29ABCDE3456F1Z389,2023-01,-4
29ABCDE3456F1Z389,2023-02,4
29ABCDE3456F1Z389,2023-03,-5
29ABCDE3456F1Z389,2023-04,1
29ABCDE3456F1Z389,2023-05,3
29ABCDE3456F1Z389,2023-06,3
17ABCDE4143F1Z390,2023-01,2
17ABCDE4143F1Z390,2023-02,-4
17ABCDE4143F1Z390,2023-03,-1
17ABCDE4143F1Z390,2023-04,-4
17ABCDE4143F1Z390,2023-05,2
17ABCDE4143F1Z390,2023-06,1
27ABCDE5718F1Z391,2023-01,4
27ABCDE5718F1Z391,2023-02,5
27ABCDE5718F1Z391,2023-03,-2
27ABCDE5718F1Z391,2023-04,-2
27ABCDE5718F1Z391,2023-05,-2
27ABCDE5718F1Z391,2023-06,2
18ABCDE4534F1Z392,2023-01,-3
18ABCDE4534F1Z392,2023-02,2
18ABCDE4534F1Z392,2023-03,-3
18ABCDE4534F1Z392,2023-04,4
18ABCDE4534F1Z392,2023-05,-4
18ABCDE4534F1Z392,2023-06,-4
20ABCDE9079F1Z393,2023-01,-2
20ABCDE9079F1Z393,2023-02,-3
20ABCDE9079F1Z393,2023-03,5
20ABCDE9079F1Z393,2023-04,0
20ABCDE9079F1Z393,2023-05,0
20ABCDE9079F1Z393,2023-06,3
20ABCDE4883F1Z394,2023-01,4
20ABCDE4883F1Z394,2023-02,-3
20ABCDE4883F1Z394,2023-03,0
20ABCDE4883F1Z394,2023-04,-2
20ABCDE4883F1Z394,2023-05,2
20ABCDE4883F1Z394,2023-06,3
25ABCDE3009F1Z395,2023-01,-3
25ABCDE3009F1Z395,2023-02,-3
25ABCDE3009F1Z395,2023-03,-5
25ABCDE3009F1Z395,2023-04,3
25ABCDE3009F1Z395,2023-05,-1
25ABCDE3009F1Z395,2023-06,1
36ABCDE3024F1Z396,2023-01,4
36ABCDE3024F1Z396,2023-02,-3
36ABCDE3024F1Z396,2023-03,-3
36ABCDE3024F1Z396,2023-04,-4
36ABCDE3024F1Z396,2023-05,-3
36ABCDE3024F1Z396,2023-06,0
17ABCDE1790F1Z397,2023-01,3
17ABCDE1790F1Z397,2023-02,-4
17ABCDE1790F1Z397,2023-03,5
17ABCDE1790F1Z397,2023-04,0
17ABCDE1790F1Z397,2023-05,5
17ABCDE1790F1Z397,2023-06,3
31ABCDE9122F1Z398,2023-01,-4
31ABCDE9122F1Z398,2023-02,-2
31ABCDE9122F1Z398,2023-03,4
31ABCDE9122F1Z398,2023-04,3
31ABCDE9122F1Z398,2023-05,-5
31ABCDE9122F1Z398,2023-06,-1
14ABCDE1947F1Z399,2023-01,5
14ABCDE1947F1Z399,2023-02,3
14ABCDE1947F1Z399,2023-03,-3
14ABCDE1947F1Z399,2023-04,5
14ABCDE1947F1Z399,2023-05,4
14ABCDE1947F1Z399,2023-06,3
17ABCDE9250F1Z400,2023-01,-4
17ABCDE9250F1Z400,2023-02,3
17ABCDE9250F1Z400,2023-03,3
17ABCDE9250F1Z400,2023-04,4
17ABCDE9250F1Z400,2023-05,4
17ABCDE9250F1Z400,2023-06,0
23ABCDE4512F1Z401,2023-01,-4
23ABCDE4512F1Z401,2023-02,5
23ABCDE4512F1Z401,2023-03,5
23ABCDE4512F1Z401,2023-04,-4
23ABCDE4512F1Z401,2023-05,-3
23ABCDE4512F1Z401,2023-06,4
24ABCDE1083F1Z402,2023-01,-4
24ABCDE1083F1Z402,2023-02,4
24ABCDE1083F1Z402,2023-03,-3
24ABCDE1083F1Z402,2023-04,0
24ABCDE1083F1Z402,2023-05,4
24ABCDE1083F1Z402,2023-06,1
15ABCDE8613F1Z403,2023-01,5
15ABCDE8613F1Z403,2023-02,4
15ABCDE8613F1Z403,2023-03,-2
15ABCDE8613F1Z403,2023-04,4
15ABCDE8613F1Z403,2023-05,-2
15ABCDE8613F1Z403,2023-06,3
23ABCDE2691F1Z404,2023-01,1
23ABCDE2691F1Z404,2023-02,4
23ABCDE2691F1Z404,2023-03,5
23ABCDE2691F1Z404,2023-04,3
23ABCDE2691F1Z404,2023-05,-2
23ABCDE2691F1Z404,2023-06,-1
36ABCDE8584F1Z405,2023-01,-5
36ABCDE8584F1Z405,2023-02,-2
36ABCDE8584F1Z405,2023-03,-1
36ABCDE8584F1Z405,2023-04,1
36ABCDE8584F1Z405,2023-05,-1
36ABCDE8584F1Z405,2023-06,-4
36ABCDE1854F1Z406,2023-01,5
36ABCDE1854F1Z406,2023-02,-4
36ABCDE1854F1Z406,2023-03,5
36ABCDE1854F1Z406,2023-04,5
36ABCDE1854F1Z406,2023-05,4
36ABCDE1854F1Z406,2023-06,2
11ABCDE4822F1Z407,2023-01,4
11ABCDE4822F1Z407,2023-02,-1
