Gstin,Gstr1_Liability,Gstr3b_Paid
20ABCDE1951F1Z323,714295.3300000001,707152.38
33ABCDE1289F1Z324,311842.14,308723.72
19ABCDE3062F1Z325,734912.5400000002,727563.41
24ABCDE6836F1Z326,327801.63,324523.61
21ABCDE5342F1Z327,579982.5599999999,574182.73
22ABCDE5239F1Z328,368340.61000000004,364657.2
35ABCDE9732F1Z329,594914.6,588965.45
34ABCDE2620F1Z330,604816.2099999998,598768.05
35ABCDE5714F1Z331,310787.63,307679.75
35ABCDE6339F1Z332,509716.14999999997,504618.99
28ABCDE8522F1Z333,487102.57000000007,482231.54
25ABCDE5895F1Z334,683462.9199999999,676628.29
11ABCDE9454F1Z335,636922.18,630552.96
25ABCDE7371F1Z336,231035.36,228725.01
23ABCDE9672F1Z337,496858.18000000005,491889.6
34ABCDE7302F1Z338,601956.33,595936.77
12ABCDE9342F1Z339,435806.28,431448.22
16ABCDE9404F1Z340,588036.33,582155.97
11ABCDE4401F1Z341,498760.7,493773.09
28ABCDE6170F1Z342,374721.82,370974.6
31ABCDE9979F1Z343,388748.94000000006,384861.45
33ABCDE7671F1Z344,611348.44,605234.96
33ABCDE1960F1Z345,435106.93,430755.86
34ABCDE5926F1Z346,519681.82,514485.0
23ABCDE6474F1Z347,915857.48,906698.91
14ABCDE5126F1Z348,382272.38,378449.66
11ABCDE6606F1Z349,825240.13,816987.73
11ABCDE4242F1Z350,491667.05,486750.38
16ABCDE1192F1Z351,533418.96,528084.77
14ABCDE9542F1Z352,544486.72,539041.85
36ABCDE5527F1Z353,953503.0200000001,943967.99
13ABCDE2951F1Z354,409428.07000000007,405333.79
34ABCDE1872F1Z355,609790.5700000001,603692.66
33ABCDE3805F1Z356,521253.79,516041.25
14ABCDE6233F1Z357,453313.51000000007,448780.37
13ABCDE4011F1Z358,487911.07000000007,483031.96
30ABCDE3270F1Z359,657597.3,651021.33
11ABCDE3056F1Z360,200793.09,198785.16
34ABCDE6099F1Z361,899438.17,890443.79
19ABCDE9087F1Z362,562499.4299999999,556874.44
29ABCDE1420F1Z363,218621.25,216435.04
30ABCDE5075F1Z364,308675.33999999997,305588.59
11ABCDE9778F1Z365,462915.01999999996,458285.87
35ABCDE9200F1Z366,581422.17,575607.95
29ABCDE6877F1Z367,407424.55000000005,403350.3
15ABCDE7557F1Z368,334293.32999999996,330950.4
17ABCDE4247F1Z369,784765.2400000001,776917.59
10ABCDE5380F1Z370,461595.72,456979.76
11ABCDE2895F1Z371,280501.04000000004,277696.03
16ABCDE4602F1Z372,419127.06,414935.79
28ABCDE4668F1Z373,366026.37,362366.11
29ABCDE9884F1Z374,404228.27999999997,400186.0
26ABCDE3547F1Z375,419113.94,414922.8
29ABCDE7813F1Z376,355600.35,352044.35
23ABCDE7531F1Z377,657333.7100000001,650760.37
27ABCDE7902F1Z378,539686.39,534289.53
22ABCDE8896F1Z379,246991.25999999995,244521.35
10ABCDE6952F1Z380,531067.87,525757.19
17ABCDE8964F1Z381,650599.9400000001,644093.94
24ABCDE6266F1Z382,443465.43999999994,439030.79
20ABCDE6034F1Z383,493479.39,488544.6
13ABCDE1907F1Z384,381390.57,377576.66
16ABCDE3960F1Z385,301251.41,298238.9
11ABCDE1305F1Z386,860527.86,851922.58
15ABCDE1019F1Z387,569249.45,563556.96
27ABCDE2953F1Z388,441926.31999999995,437507.06
29ABCDE3456F1Z389,425093.33999999997,420842.41
17ABCDE4143F1Z390,298984.89,295995.04
27ABCDE5718F1Z391,543016.6900000001,537586.52
18ABCDE4534F1Z392,348526.65,345041.38
20ABCDE9079F1Z393,482034.3900000001,477214.05
20ABCDE4883F1Z394,735634.9999999999,728278.65
25ABCDE3009F1Z395,195695.28,193738.33
36ABCDE3024F1Z396,563564.9600000001,557929.31
17ABCDE1790F1Z397,464524.56,459879.31
31ABCDE9122F1Z398,181721.41999999998,179904.21
14ABCDE1947F1Z399,360641.85,357035.43
17ABCDE9250F1Z400,483798.7500000001,478960.76
23ABCDE4512F1Z401,352374.80000000005,348851.05
24ABCDE1083F1Z402,117694.3,116517.36
15ABCDE8613F1Z403,685851.8600000001,678993.34
23ABCDE2691F1Z404,473371.92,468638.2
36ABCDE8584F1Z405,445797.64,441339.66
36ABCDE1854F1Z406,456131.05,451569.74
11ABCDE4822F1Z407,668577.1299999999,661891.36
23ABCDE2097F1Z408,552116.6399999999,546595.47
24ABCDE4715F1Z409,717062.03,709891.41
27ABCDE3137F1Z410,242961.25999999998,240531.65
24ABCDE9550F1Z411,934195.37,924853.42
36ABCDE8114F1Z412,379080.23,375289.43
11ABCDE1099F1Z413,271654.62,268938.07
16ABCDE2466F1Z414,474206.20000000007,469464.14
14ABCDE6226F1Z415,221858.10000000003,219639.52
28ABCDE8598F1Z416,483156.97,478325.4
19ABCDE9720F1Z417,410759.48,406651.89
25ABCDE7928F1Z418,505798.7500000001,500740.76
23ABCDE6849F1Z419,741380.88,733967.07
36ABCDE1685F1Z420,823369.36,815135.67
18ABCDE6833F1Z421,392617.22000000003,388691.05
23ABCDE1864F1Z422,432403.02,428078.99
18ABCDE3627F1Z423,662193.75,655571.81
17ABCDE2947F1Z424,397654.02,393677.48
26ABCDE7536F1Z425,494941.05999999994,489991.65
19ABCDE8579F1Z426,249700.18,247203.18
35ABCDE7320F1Z427,599515.94,593520.78
33ABCDE8386F1Z428,560183.59,554581.75
24ABCDE4572F1Z429,420681.22,416474.41
13ABCDE9112F1Z430,795241.85,787289.43
16ABCDE6161F1Z431,290824.3,287916.06
31ABCDE9460F1Z432,446278.73000000004,441815.94
20ABCDE3430F1Z433,582565.6200000001,576739.96
28ABCDE8599F1Z434,404682.87000000005,400636.04
13ABCDE6009F1Z435,574451.8799999999,568707.36
31ABCDE8221F1Z436,431933.78,427614.44
12ABCDE4849F1Z437,926426.4400000002,917162.18
17ABCDE5391F1Z438,241160.75,238749.14
24ABCDE9771F1Z439,513238.31000000006,508105.93
10ABCDE3047F1Z440,254236.49,251694.13
11ABCDE6663F1Z441,485840.97,480982.56
30ABCDE1505F1Z442,488883.44,483994.61
35ABCDE3179F1Z443,314973.04,311823.31
30ABCDE6342F1Z444,624695.43,618448.48
34ABCDE5599F1Z445,235603.9,233247.86
32ABCDE1655F1Z446,228673.99000000002,226387.25
13ABCDE1838F1Z447,368951.80000000005,365262.28
17ABCDE9882F1Z448,435004.82,430654.77
28ABCDE7679F1Z449,268665.31000000006,265978.66
15ABCDE8119F1Z450,353164.06,349632.42
21ABCDE1160F1Z451,295679.2,292722.41
34ABCDE5292F1Z452,533711.93,528374.81
29ABCDE9529F1Z453,444919.56999999995,440470.37
22ABCDE3776F1Z454,915991.53,906831.61
16ABCDE2489F1Z455,366013.95000000007,362353.81
19ABCDE3449F1Z456,515034.19000000006,509883.85
36ABCDE4144F1Z457,362186.61,358564.74
22ABCDE1578F1Z458,538770.3,533382.6
15ABCDE1596F1Z459,267226.83,264554.56
31ABCDE1856F1Z460,537557.26,532181.69
15ABCDE8307F1Z461,755903.6100000001,748344.57
24ABCDE4610F1Z462,551107.7799999999,545596.7
33ABCDE6138F1Z463,434375.05,430031.3
11ABCDE1356F1Z464,503221.4,498189.19
30ABCDE1063F1Z465,606678.8899999999,600612.1
21ABCDE2424F1Z466,610211.74,604109.62
30ABCDE2820F1Z467,547118.05,541646.87
29ABCDE8990F1Z468,439827.96,435429.68
23ABCDE9173F1Z469,352655.08999999997,349128.54
13ABCDE7151F1Z470,506062.6,501001.97
29ABCDE3742F1Z471,421831.36,417613.05
25ABCDE9668F1Z472,871771.07,863053.36
14ABCDE4876F1Z473,277846.97,275068.5
21ABCDE2583F1Z474,558695.71,553108.75
23ABCDE7990F1Z475,781989.6599999999,774169.76
32ABCDE7086F1Z476,415202.73,411050.7
15ABCDE8796F1Z477,243794.66,241356.71
15ABCDE8508F1Z478,443395.49000000005,438961.54
18ABCDE4930F1Z479,144091.87,142650.95
29ABCDE8493F1Z480,948058.8500000001,938578.26
15ABCDE1633F1Z481,279786.6,276988.73
30ABCDE9252F1Z482,447899.98000000004,443420.98
36ABCDE9719F1Z483,507965.59,502885.93
23ABCDE5269F1Z484,483703.84,478866.8
24ABCDE9303F1Z485,612374.25,606250.51
33ABCDE6890F1Z486,722628.8799999999,715402.59
11ABCDE8895F1Z487,430672.05,426365.33
11ABCDE1137F1Z488,456088.48000000004,451527.6
18ABCDE9406F1Z489,566854.1499999999,561185.61
18ABCDE6882F1Z490,249584.47999999998,247088.64
35ABCDE9533F1Z491,448869.41000000003,444380.72
21ABCDE1578F1Z492,571792.72,566074.79
24ABCDE2403F1Z493,686969.19,680099.5
33ABCDE6837F1Z494,247918.95,245439.76
31ABCDE7376F1Z495,495585.47,490629.62
21ABCDE8263F1Z496,334239.18,330896.79
31ABCDE2202F1Z497,569763.43,564065.8
33ABCDE5213F1Z498,427538.36,423262.98
11ABCDE8859F1Z499,548274.11,542791.37
23ABCDE7029F1Z500,535813.8100000002,530455.67
34ABCDE2531F1Z501,515645.57999999996,510489.12
33ABCDE1137F1Z502,402949.75,398920.25
31ABCDE8675F1Z503,514730.57,509583.26
26ABCDE7188F1Z504,577018.03,571247.85
29ABCDE3626F1Z505,472857.62,468129.04
36ABCDE6194F1Z506,678675.0900000001,671888.34
12ABCDE8728F1Z507,562995.9900000001,557366.03
15ABCDE9697F1Z508,547187.26,541715.39
35ABCDE9382F1Z509,359387.45,355793.58
28ABCDE9326F1Z510,743612.87,736176.74
18ABCDE4939F1Z511,208653.18000000002,206566.65
33ABCDE9503F1Z512,542336.62,536913.25
20ABCDE4702F1Z513,503784.6300000001,498746.78
31ABCDE3087F1Z514,643612.0600000002,637175.94
35ABCDE7026F1Z515,760190.86,752588.95
23ABCDE1380F1Z516,468981.72000000003,464291.9
17ABCDE7689F1Z517,683174.6100000001,676342.86
28ABCDE9229F1Z518,519166.76,513975.09
33ABCDE3804F1Z519,291277.2,288364.43
27ABCDE6431F1Z520,640995.1000000001,634585.15
33ABCDE1015F1Z521,431783.91,427466.07
29ABCDE7939F1Z522,498429.88,493445.58
21ABCDE6789F1Z523,431597.81,427281.83
16ABCDE8114F1Z524,587233.27,581360.94
25ABCDE9282F1Z525,413913.61,409774.47
11ABCDE1080F1Z526,719152.9299999999,711961.4
17ABCDE2606F1Z527,291130.28,288218.98
16ABCDE1567F1Z528,683861.9899999999,677023.37
30ABCDE3787F1Z529,738921.99,731532.77
29ABCDE2291F1Z530,507342.79000000004,502269.36
33ABCDE6309F1Z531,342102.03,338681.01
27ABCDE8750F1Z532,408796.54000000004,404708.57
24ABCDE7103F1Z533,757032.5700000001,749462.24
10ABCDE4034F1Z534,800563.5899999999,792557.95
34ABCDE8100F1Z535,429955.6,425656.04
14ABCDE6638F1Z536,245920.16,243460.96
18ABCDE6498F1Z537,793211.34,785279.23
36ABCDE1622F1Z538,337433.42000000004,334059.09
28ABCDE1056F1Z539,415264.74,411112.09
19ABCDE8897F1Z540,337943.33999999997,334563.91
27ABCDE1954F1Z541,539635.1900000001,534238.84
34ABCDE9177F1Z542,655323.8799999999,648770.64
14ABCDE9427F1Z543,354563.98,351018.34
12ABCDE8685F1Z544,322062.13,318841.51
13ABCDE2846F1Z545,418475.91000000003,414291.15
19ABCDE6081F1Z546,584119.3900000001,578278.2
19ABCDE1983F1Z547,292380.49,289456.69
20ABCDE4120F1Z548,459612.0,455015.88
28ABCDE2485F1Z549,509448.59,504354.1
31ABCDE4326F1Z550,339380.32999999996,335986.53
15ABCDE1988F1Z551,102248.76000000001,101226.27
12ABCDE3312F1Z552,364621.63999999996,360975.42
13ABCDE2701F1Z553,473586.74000000005,468850.87
32ABCDE2459F1Z554,369652.9200000001,365956.39
11ABCDE3591F1Z555,610802.5599999999,604694.53
17ABCDE7092F1Z556,378231.38,374449.07
19ABCDE7061F1Z557,723095.5100000001,715864.55
31ABCDE1063F1Z558,400495.71,396490.75
14ABCDE8875F1Z559,642373.5700000001,635949.83
27ABCDE3452F1Z560,497076.3499999999,492105.59
21ABCDE5637F1Z561,353467.12999999995,349932.46
10ABCDE3373F1Z562,309247.08,306154.61
30ABCDE9527F1Z563,576567.35,570801.68
26ABCDE6502F1Z564,313817.33999999997,310679.17
34ABCDE3423F1Z565,271020.18,268309.98
14ABCDE2846F1Z566,830381.6699999999,822077.85
16ABCDE6562F1Z567,157960.66,156381.05
12ABCDE9094F1Z568,449021.01000000007,444530.8
17ABCDE2450F1Z569,620824.0599999999,614615.82
20ABCDE9380F1Z570,636194.75,629832.8
21ABCDE5463F1Z571,308175.51,305093.75
25ABCDE5557F1Z572,755248.2700000001,747695.79
13ABCDE6001F1Z573,295030.72,292080.41
36ABCDE3920F1Z574,314388.71,311244.82
16ABCDE2218F1Z575,484740.24000000005,479892.84
26ABCDE9263F1Z576,530279.17,524976.38
30ABCDE6757F1Z577,790933.6,783024.26
14ABCDE8611F1Z578,392880.88,388952.07
35ABCDE4733F1Z579,440826.79,436418.52
33ABCDE6745F1Z580,448531.73,444046.41
28ABCDE2311F1Z581,309158.56,306066.97
35ABCDE4518F1Z582,751128.98,743617.69
36ABCDE9365F1Z583,190805.18,188897.13
31ABCDE4072F1Z584,526763.38,521495.75
26ABCDE5871F1Z585,399694.4699999999,395697.53
15ABCDE4390F1Z586,478572.09,473786.37
35ABCDE5913F1Z587,363177.22,359545.45
11ABCDE4134F1Z588,588030.8200000001,582150.51
10ABCDE5485F1Z589,657139.67,650568.27
32ABCDE1708F1Z590,243385.25,240951.4
14ABCDE8033F1Z591,331575.43,328259.68
18ABCDE3535F1Z592,465621.63,460965.41
20ABCDE8845F1Z593,490444.78,485540.33
14ABCDE4798F1Z594,403851.48,399812.97
19ABCDE3933F1Z595,714353.97,707210.43
12ABCDE7845F1Z596,313819.95,310681.75
36ABCDE1776F1Z597,515193.08999999997,510041.16
19ABCDE7167F1Z598,169059.31,167368.72
10ABCDE6923F1Z599,667899.02,661220.03
20ABCDE9393F1Z600,505484.12999999995,500429.29
35ABCDE7011F1Z601,609500.66,603405.65
28ABCDE6163F1Z602,593487.43,587552.56
23ABCDE9939F1Z603,532177.89,526856.11
10ABCDE1295F1Z604,377898.67,374119.68
34ABCDE3461F1Z605,444517.06,440071.89
10ABCDE1047F1Z606,265031.44,262381.13
31ABCDE8214F1Z607,354218.63999999996,350676.45
28ABCDE3737F1Z608,327433.88,324159.54
16ABCDE2440F1Z609,381168.55,377356.86
20ABCDE6585F1Z610,261859.01,259240.42
32ABCDE4273F1Z611,369266.83,365574.16
10ABCDE5082F1Z612,668490.8799999999,661805.97
17ABCDE3362F1Z613,223944.11999999997,221704.68
28ABCDE2086F1Z614,740174.6100000001,732772.86
36ABCDE1106F1Z615,292088.89,289168.0
12ABCDE7970F1Z616,570960.4,565250.8
20ABCDE8709F1Z617,701582.3600000001,694566.54
12ABCDE7785F1Z618,297881.92000000004,294903.1
32ABCDE7393F1Z619,329937.61,326638.23
30ABCDE8730F1Z620,412963.38,408833.75
16ABCDE8095F1Z621,568014.98,562334.83
34ABCDE4682F1Z622,477285.42,472512.57
26ABCDE7783F1Z623,274451.47,271706.96
35ABCDE1787F1Z624,643603.77,637167.73
30ABCDE8411F1Z625,744582.8099999999,737136.98
14ABCDE8360F1Z626,517307.8300000001,512134.75
32ABCDE6248F1Z627,251844.09000000003,249325.65
24ABCDE8017F1Z628,495969.35,491009.66
25ABCDE6419F1Z629,247595.78,245119.82
33ABCDE8909F1Z630,375745.07999999996,371987.63
33ABCDE6633F1Z631,577421.73,571647.51
30ABCDE9783F1Z632,304458.05999999994,301413.48
24ABCDE3557F1Z633,393691.72,389754.8
16ABCDE7568F1Z634,401455.62,397441.06
12ABCDE4674F1Z635,631647.13,625330.66
14ABCDE8181F1Z636,292428.67999999993,289504.39
13ABCDE5601F1Z637,355887.96,352329.08
13ABCDE7271F1Z638,403104.78,399073.73
30ABCDE8231F1Z639,399662.27,395665.65
13ABCDE8262F1Z640,539894.62,534495.67
28ABCDE2110F1Z641,377717.24,373940.07
18ABCDE2874F1Z642,711988.6,704868.71
36ABCDE4925F1Z643,249298.53000000003,246805.54
34ABCDE7399F1Z644,659945.2800000001,653345.83
27ABCDE8886F1Z645,407732.6,403655.27
26ABCDE5015F1Z646,455769.61,451211.91
19ABCDE4556F1Z647,427177.76,422905.98
36ABCDE2030F1Z648,423769.11,419531.42
29ABCDE6735F1Z649,537981.48,532601.67
35ABCDE5742F1Z650,434808.57999999996,430460.49
33ABCDE6864F1Z651,644422.59,637978.36
32ABCDE7898F1Z652,410924.4600000001,406815.22
19ABCDE1154F1Z653,417968.95000000007,413789.26
28ABCDE6731F1Z654,987769.0499999999,977891.36
22ABCDE8081F1Z655,589550.78,583655.27
26ABCDE9663F1Z656,752306.92,744783.85
15ABCDE5200F1Z657,478723.61,473936.37
23ABCDE5620F1Z658,238593.78999999998,236207.85
35ABCDE5994F1Z659,395476.69,391521.92
36ABCDE5861F1Z660,400554.56000000006,396549.01
14ABCDE8524F1Z661,652106.77,645585.7
27ABCDE6642F1Z662,621610.52,615394.41
22ABCDE6465F1Z663,597352.6499999999,591379.12
15ABCDE7319F1Z664,433161.87,428830.25
21ABCDE2110F1Z665,678736.64,671949.27
19ABCDE7121F1Z666,411370.1,407256.4
18ABCDE6884F1Z667,363419.06,359784.87
10ABCDE8772F1Z668,642432.67,636008.34
27ABCDE1838F1Z669,458376.94,453793.17
26ABCDE5264F1Z670,188508.61000000002,186623.52
21ABCDE1480F1Z671,323382.13,320148.31
28ABCDE7457F1Z672,276043.54,273283.1
19ABCDE4250F1Z673,642388.2399999999,635964.36
29ABCDE8384F1Z674,570750.7699999999,565043.26
30ABCDE3091F1Z675,834769.99,826422.29
13ABCDE2128F1Z676,677455.98,670681.42
22ABCDE7054F1Z677,354287.88,350745.0
30ABCDE3918F1Z678,707158.8200000001,700087.23
27ABCDE9920F1Z679,531780.99,526463.18
33ABCDE1648F1Z680,361990.88,358370.97
23ABCDE1877F1Z681,431713.56,427396.42
33ABCDE3285F1Z682,585735.04,579877.69
32ABCDE8704F1Z683,399836.1099999999,395837.75
13ABCDE9700F1Z684,544259.84,538817.24
27ABCDE1891F1Z685,361243.00999999995,357630.58
31ABCDE7827F1Z686,657533.7200000001,650958.38
13ABCDE3104F1Z687,256272.26,253709.54
17ABCDE2277F1Z688,354204.56,350662.51
33ABCDE4027F1Z689,462390.36,457766.46
29ABCDE9153F1Z690,406734.74999999994,402667.4
19ABCDE2975F1Z691,418362.22,414178.6
26ABCDE4302F1Z692,476729.51,471962.21
10ABCDE7594F1Z693,417552.71,413377.18
28ABCDE9365F1Z694,567505.0800000001,561830.03
30ABCDE4085F1Z695,627843.5599999999,621565.12
14ABCDE4016F1Z696,531602.29,526286.27
19ABCDE9155F1Z697,746391.2,738927.29
23ABCDE1469F1Z698,401602.54,397586.51
24ABCDE8010F1Z699,501552.47,496536.95
22ABCDE5107F1Z700,534315.47,528972.32
26ABCDE6236F1Z701,598460.84,592476.23
16ABCDE4036F1Z702,291513.16000000003,288598.03
14ABCDE9777F1Z703,503440.97,498406.56
16ABCDE4429F1Z704,486785.52,481917.66
25ABCDE6535F1Z705,482717.69000000006,477890.51
27ABCDE5969F1Z706,525319.04,520065.85
14ABCDE9891F1Z707,891628.5800000001,882712.29
32ABCDE6297F1Z708,777263.3,769490.67
12ABCDE8560F1Z709,350035.45999999996,346535.11
13ABCDE5965F1Z710,656778.2799999999,650210.5
22ABCDE2253F1Z711,274542.06,271796.64
11ABCDE5369F1Z712,375131.94,371380.62
17ABCDE8496F1Z713,441701.92000000004,437284.9
10ABCDE6895F1Z714,596035.3999999999,590075.05
27ABCDE7203F1Z715,713623.54,706487.3
36ABCDE7356F1Z716,603300.21,597267.21
20ABCDE9612F1Z717,386822.85,382954.62
29ABCDE7665F1Z718,501339.75000000006,496326.35
13ABCDE4705F1Z719,374884.56,371135.71
26ABCDE6954F1Z720,589652.2899999999,583755.77
18ABCDE5731F1Z721,154018.69999999998,152478.51
16ABCDE1269F1Z722,276257.1,273494.53
20ABCDE9165F1Z723,435858.07000000007,431499.49
21ABCDE2778F1Z724,268267.27999999997,265584.61
24ABCDE9841F1Z725,380460.03,376655.43
12ABCDE9188F1Z726,351190.04,347678.14
35ABCDE6960F1Z727,373469.31000000006,369734.62
27ABCDE3598F1Z728,635309.8899999999,628956.79
22ABCDE1681F1Z729,471434.41,466720.07
19ABCDE3781F1Z730,294274.06,291331.32
15ABCDE8550F1Z731,344728.0,341280.72
19ABCDE3944F1Z732,359786.68,356188.81
10ABCDE3224F1Z733,345924.60000000003,342465.35
18ABCDE3507F1Z734,447638.42999999993,443162.05
35ABCDE3453F1Z735,326610.13,323344.03
27ABCDE8704F1Z736,302483.99999999994,299459.16
32ABCDE2548F1Z737,377977.4,374197.63
25ABCDE1666F1Z738,520173.33999999997,514971.61
35ABCDE2941F1Z739,544191.49,538749.58
12ABCDE1494F1Z740,236498.52,234133.53
15ABCDE6870F1Z741,353148.76,349617.27
18ABCDE3780F1Z742,223402.11,221168.09
17ABCDE4953F1Z743,334533.12,331187.79
33ABCDE5932F1Z744,365133.53,361482.19
30ABCDE3471F1Z745,429229.22,424936.93
34ABCDE5263F1Z746,508885.43000000005,503796.58
16ABCDE2755F1Z747,394176.14,390234.38
30ABCDE5266F1Z748,495589.68000000005,490633.78
24ABCDE4359F1Z749,352275.19999999995,348752.45
10ABCDE3284F1Z750,561949.91,556330.41
24ABCDE8476F1Z751,590068.3399999999,584167.66
22ABCDE3165F1Z752,773857.18,766118.61
17ABCDE4217F1Z753,249033.88999999996,246543.55
29ABCDE6583F1Z754,267271.69999999995,264598.98
23ABCDE8997F1Z755,152100.16,150579.16
13ABCDE9667F1Z756,437459.58,433084.98
31ABCDE1404F1Z757,253908.31000000003,251369.23
32ABCDE8453F1Z758,488924.66,484035.41
16ABCDE9602F1Z759,442638.3399999999,438211.96
32ABCDE1654F1Z760,505284.28,500231.44
10ABCDE8650F1Z761,397913.73999999993,393934.6
10ABCDE9209F1Z762,372996.08999999997,369266.13
23ABCDE7992F1Z763,444255.04000000004,439812.49
23ABCDE7331F1Z764,640496.82,634091.85
35ABCDE5639F1Z765,546019.21,540559.02
26ABCDE1332F1Z766,464408.8,459764.71
28ABCDE3156F1Z767,294138.54,291197.15
26ABCDE8242F1Z768,394300.42000000004,390357.42
30ABCDE7387F1Z769,232971.93000000002,230642.21
19ABCDE1501F1Z770,589861.47,583962.86
27ABCDE2893F1Z771,518801.62999999995,513613.61
35ABCDE5168F1Z772,231937.27000000002,229617.9
25ABCDE7589F1Z773,687547.13,680671.66
15ABCDE7260F1Z774,393581.41000000003,389645.6
33ABCDE3021F1Z775,408016.77,403936.6
34ABCDE9260F1Z776,366766.95000000007,363099.28
13ABCDE7399F1Z777,426786.41000000003,422518.55
12ABCDE4894F1Z778,388264.27999999997,384381.64
21ABCDE8237F1Z779,335900.13,332541.13
24ABCDE4637F1Z780,483789.55,478951.65
35ABCDE4154F1Z781,187811.04,185932.93
17ABCDE5015F1Z782,628129.02,621847.73
20ABCDE2036F1Z783,527723.71,522446.47
30ABCDE5381F1Z784,719080.04,711889.24
10ABCDE9599F1Z785,623391.1,617157.19
21ABCDE6211F1Z786,672347.9700000001,665624.49
12ABCDE2463F1Z787,461625.5,457009.24
14ABCDE3240F1Z788,851858.33,843339.75
20ABCDE7149F1Z789,369304.8,365611.75
19ABCDE2256F1Z790,260000.31,257400.31
25ABCDE6599F1Z791,376204.50999999995,372442.46
26ABCDE7773F1Z792,164653.31000000003,163006.78
13ABCDE8794F1Z793,467324.67000000004,462651.42
31ABCDE6134F1Z794,515147.6,509996.12
31ABCDE6499F1Z795,265643.43,262987.0
10ABCDE5839F1Z796,510873.01999999996,505764.29
29ABCDE7072F1Z797,417321.23000000004,413148.02
34ABCDE3978F1Z798,138960.30000000002,137570.7
32ABCDE3484F1Z799,502554.75999999995,497529.21
22ABCDE4372F1Z800,571434.7699999999,565720.42
10ABCDE3168F1Z801,295592.89,292636.96
32ABCDE4346F1Z802,334263.31,330920.68
31ABCDE2569F1Z803,975875.12,966116.37
34ABCDE5089F1Z804,431750.27999999997,427432.78
30ABCDE4803F1Z805,557770.23,552192.53
16ABCDE2459F1Z806,577727.2999999999,571950.03
17ABCDE6143F1Z807,337223.54000000004,333851.3
20ABCDE4020F1Z808,578529.95,572744.65
35ABCDE7753F1Z809,355910.93,352351.82
26ABCDE2981F1Z810,519122.0899999999,513930.87
35ABCDE2711F1Z811,261618.51,259002.32
27ABCDE7919F1Z812,432718.95,428391.76
21ABCDE3039F1Z813,461085.4,456474.55
29ABCDE9044F1Z814,736990.3099999999,729620.41
32ABCDE7720F1Z815,711171.63,704059.91
22ABCDE6336F1Z816,640748.07,634340.59
21ABCDE4958F1Z817,175155.69,173404.13
11ABCDE1729F1Z818,367654.67999999993,363978.13
28ABCDE5638F1Z819,389233.58999999997,385341.25
16ABCDE8969F1Z820,290671.34,287764.63
20ABCDE4362F1Z821,361226.58999999997,357614.32
27ABCDE2258F1Z822,369530.52,365835.21
36ABCDE7777F1Z823,412502.51,408377.48
27ABCDE7995F1Z824,851582.22,843066.4
21ABCDE6546F1Z825,382813.1,378984.97
18ABCDE7051F1Z826,622595.34,616369.39
15ABCDE1235F1Z827,340646.8,337240.33
28ABCDE7803F1Z828,445028.84,440578.55
36ABCDE7624F1Z829,391425.13,387510.88
30ABCDE4684F1Z830,439281.7799999999,434888.96
36ABCDE1603F1Z831,541384.45,535970.61
32ABCDE8317F1Z832,364363.6,360719.96
10ABCDE8819F1Z833,376668.33999999997,372901.66
17ABCDE9374F1Z834,746544.56,739079.11
31ABCDE2816F1Z835,658037.4299999999,651457.06
32ABCDE6131F1Z836,425341.02,421087.61
20ABCDE1450F1Z837,227903.59000000003,225624.55
24ABCDE8086F1Z838,529962.49,524662.87
14ABCDE5144F1Z839,521213.17,516001.04
11ABCDE1453F1Z840,706909.5000000001,699840.41
20ABCDE3925F1Z841,485882.67,481023.84
28ABCDE1821F1Z842,343127.21,339695.94
20ABCDE4606F1Z843,327007.9,323737.82
19ABCDE5044F1Z844,802373.62,794349.88
30ABCDE4512F1Z845,482093.62,477272.68
33ABCDE2137F1Z846,366033.22,362372.89
10ABCDE4273F1Z847,430220.44,425918.24
11ABCDE6312F1Z848,442717.51,438290.33
25ABCDE8657F1Z849,232299.24,229976.25
25ABCDE7110F1Z850,604058.37,598017.79
35ABCDE7354F1Z851,824396.3599999999,816152.4
20ABCDE9438F1Z852,344756.32000000007,341308.76
33ABCDE9053F1Z853,424467.94000000006,420223.26
34ABCDE7901F1Z854,705260.52,698207.91
22ABCDE2752F1Z855,456327.76999999996,451764.49
30ABCDE3115F1Z856,749938.19,742438.81
16ABCDE6496F1Z857,972290.8700000001,962567.96
26ABCDE6753F1Z858,756576.6000000001,749010.83
13ABCDE5235F1Z859,407140.72000000003,403069.31
28ABCDE9487F1Z860,446825.35,442357.1
36ABCDE4002F1Z861,214397.78000000003,212253.8
21ABCDE1100F1Z862,233377.34999999998,231043.58
21ABCDE8131F1Z863,624674.2499999999,618427.51
11ABCDE2304F1Z864,331636.72000000003,328320.35
28ABCDE4791F1Z865,476532.51,471767.18
32ABCDE1432F1Z866,334792.18999999994,331444.27
36ABCDE9385F1Z867,398981.08999999997,394991.28
23ABCDE1961F1Z868,569269.6,563576.9
27ABCDE3022F1Z869,545066.13,539615.47
16ABCDE9684F1Z870,523777.43000000005,518539.66
27ABCDE9003F1Z871,671612.03,664895.91
15ABCDE4596F1Z872,496318.49999999994,491355.31
21ABCDE8842F1Z873,305754.57999999996,302697.03
23ABCDE9291F1Z874,649389.8199999998,642895.92
20ABCDE2810F1Z875,234629.71,232283.41
25ABCDE5996F1Z876,759728.52,752131.23
